"Date","Price","Open","High","Low","Change %"
"Aug 19, 2014","182.055","181.950","182.055","181.840","0.00%"
"Aug 18, 2014","182.050","181.950","182.050","181.840","0.01%"
"Aug 15, 2014","182.030","181.790","182.200","181.790","0.01%"
"Aug 14, 2014","182.020","181.800","182.320","181.790","-0.01%"
"Aug 13, 2014","182.040","181.800","182.260","181.790","0.02%"
"Aug 12, 2014","182.010","181.800","182.040","181.780","-0.01%"
"Aug 11, 2014","182.030","181.950","182.170","181.790","0.00%"
"Aug 08, 2014","182.030","181.800","182.310","181.790","-0.02%"
"Aug 07, 2014","182.060","181.790","182.200","181.790","0.03%"
"Aug 06, 2014","182.000","181.790","182.240","181.780","-0.01%"
"Aug 05, 2014","182.020","181.870","182.280","181.790","-0.04%"
"Aug 04, 2014","182.100","182.150","183.750","181.840","-0.25%"
"Aug 01, 2014","182.550","182.890","183.570","181.700","-0.49%"
"Jul 31, 2014","183.450","183.350","183.640","182.830","-0.07%"
"Jul 30, 2014","183.570","183.360","183.730","183.320","0.02%"
"Jul 29, 2014","183.530","183.320","183.770","183.320","-0.02%"
"Jul 28, 2014","183.560","183.500","183.760","183.320","-0.01%"
"Jul 25, 2014","183.580","183.500","183.730","183.300","0.03%"
"Jul 24, 2014","183.530","183.330","183.730","183.310","0.01%"
"Jul 23, 2014","183.520","183.330","183.740","183.300","-0.02%"
"Jul 22, 2014","183.560","183.380","183.800","183.360","0.00%"
"Jul 21, 2014","183.560","183.500","183.920","183.320","-0.09%"
"Jul 18, 2014","183.720","183.330","183.830","183.290","0.11%"
"Jul 17, 2014","183.520","183.330","183.750","183.310","0.01%"
"Jul 16, 2014","183.510","183.340","183.770","183.290","-0.04%"
"Jul 15, 2014","183.590","183.330","183.740","183.300","-0.02%"
"Jul 14, 2014","183.635","183.310","183.705","183.310","0.05%"
"Jul 11, 2014","183.540","183.330","183.770","183.310","0.02%"
"Jul 10, 2014","183.510","183.330","183.720","183.310","-0.03%"
"Jul 09, 2014","183.560","183.370","183.750","183.310","0.00%"
"Jul 08, 2014","183.560","183.320","183.760","183.310","0.02%"
"Jul 07, 2014","183.530","183.320","183.530","183.320","0.00%"
"Jul 04, 2014","183.530","183.320","183.710","183.290","-0.01%"
"Jul 03, 2014","183.550","183.340","183.550","183.310","-0.02%"
"Jul 02, 2014","183.580","183.300","183.760","183.290","0.03%"
"Jul 01, 2014","183.520","183.300","183.730","183.300","0.00%"
"Jun 30, 2014","183.520","183.330","183.750","183.310","-0.03%"
"Jun 27, 2014","183.580","183.330","183.740","183.300","0.04%"
"Jun 26, 2014","183.510","183.400","183.560","183.290","0.00%"
"Jun 25, 2014","183.510","183.310","183.720","183.280","-0.05%"
"Jun 24, 2014","183.610","183.270","183.630","183.260","0.06%"
"Jun 23, 2014","183.500","183.290","183.700","183.270","-0.01%"
"Jun 20, 2014","183.510","183.300","183.540","183.300","-0.01%"
"Jun 19, 2014","183.520","183.280","183.710","183.280","0.04%"
"Jun 18, 2014","183.455","183.330","183.585","183.290","-0.05%"
"Jun 17, 2014","183.540","183.330","183.580","183.300","0.00%"
"Jun 16, 2014","183.535","183.320","183.545","183.300","0.00%"
"Jun 13, 2014","183.535","183.400","183.535","183.280","0.01%"
"Jun 12, 2014","183.520","183.500","183.740","183.000","-0.01%"
"Jun 11, 2014","183.530","183.320","183.710","183.000","-0.01%"
"Jun 10, 2014","183.550","183.330","183.720","183.290","0.01%"
"Jun 09, 2014","183.540","183.300","183.710","183.290","0.00%"
"Jun 06, 2014","183.540","183.300","183.720","183.000","0.02%"
"Jun 05, 2014","183.510","183.300","183.710","183.290","-0.00%"
"Jun 04, 2014","183.515","183.320","183.745","183.000","-0.00%"
"Jun 03, 2014","183.520","183.310","183.560","183.280","0.02%"
"Jun 02, 2014","183.490","183.330","184.120","183.010","-0.04%"
"May 30, 2014","183.565","183.290","183.855","183.010","0.03%"
"May 29, 2014","183.510","183.800","184.120","183.030","-0.23%"
"May 28, 2014","183.930","184.300","184.950","183.010","-0.46%"
"May 27, 2014","184.780","183.170","185.130","182.460","0.85%"
"May 26, 2014","183.215","182.870","183.285","181.940","0.16%"
"May 23, 2014","182.920","182.690","182.990","182.390","0.11%"
"May 22, 2014","182.710","182.320","182.730","181.560","0.19%"
"May 21, 2014","182.370","182.410","182.500","181.940","-0.04%"
"May 20, 2014","182.445","182.000","182.495","181.320","0.16%"
"May 19, 2014","182.145","182.020","182.395","181.810","0.04%"
"May 16, 2014","182.070","181.990","182.110","181.810","0.00%"
"May 15, 2014","182.065","181.840","182.195","181.810","-0.01%"
"May 14, 2014","182.085","182.040","182.215","181.830","0.01%"
"May 13, 2014","182.060","182.020","182.070","181.800","0.01%"
"May 12, 2014","182.035","181.870","182.215","181.820","-0.02%"
"May 09, 2014","182.070","181.850","182.080","181.850","-0.01%"
"May 08, 2014","182.080","182.040","182.240","181.850","0.01%"
"May 07, 2014","182.055","182.040","182.055","181.850","0.00%"
"May 06, 2014","182.055","182.020","182.065","181.790","0.01%"
"May 05, 2014","182.045","182.030","182.165","181.810","-0.02%"
"May 02, 2014","182.075","182.030","182.075","181.860","0.00%"
"May 01, 2014","182.075","182.030","182.075","180.690","0.00%"
"Apr 30, 2014","182.075","182.050","182.345","180.210","0.01%"
"Apr 29, 2014","182.065","182.520","182.535","180.690","-0.26%"
"Apr 28, 2014","182.545","182.020","182.545","181.820","0.27%"
"Apr 25, 2014","182.045","181.990","182.085","181.800","0.01%"
"Apr 24, 2014","182.030","182.010","182.100","181.800","-0.01%"
"Apr 23, 2014","182.050","182.010","182.100","181.790","-0.00%"
"Apr 22, 2014","182.055","182.010","182.105","181.800","0.00%"
"Apr 21, 2014","182.055","182.040","182.145","181.830","-0.01%"
"Apr 18, 2014","182.075","182.030","182.115","181.820","0.01%"
"Apr 17, 2014","182.050","182.000","182.080","181.820","0.01%"
"Apr 16, 2014","182.040","182.030","182.110","181.810","-0.01%"
"Apr 15, 2014","182.055","182.020","182.125","181.680","-0.01%"
"Apr 14, 2014","182.065","181.830","182.115","181.810","0.04%"
"Apr 11, 2014","181.985","182.010","182.285","181.800","-0.03%"
"Apr 10, 2014","182.045","182.000","182.155","181.810","0.01%"
"Apr 09, 2014","182.035","182.020","182.145","181.820","-0.02%"
"Apr 08, 2014","182.065","181.840","182.125","181.820","0.02%"
"Apr 07, 2014","182.030","181.880","182.110","181.810","-0.03%"
"Apr 04, 2014","182.090","181.810","182.320","181.810","0.02%"
"Apr 03, 2014","182.060","181.860","182.260","181.740","0.02%"
"Apr 02, 2014","182.030","181.860","182.290","181.790","-0.05%"
"Apr 01, 2014","182.130","181.820","182.330","181.820","0.03%"
"Mar 31, 2014","182.080","182.040","182.280","181.850","0.00%"
"Mar 28, 2014","182.080","181.850","182.290","181.820","-0.02%"
"Mar 27, 2014","182.120","182.030","182.310","181.850","0.02%"
"Mar 26, 2014","182.075","182.260","182.315","181.800","-0.12%"
"Mar 25, 2014","182.295","182.100","182.315","182.100","-0.00%"
"Mar 24, 2014","182.300","182.100","182.300","182.100","0.00%"
"Mar 21, 2014","182.295","181.980","182.335","181.980","-0.10%"
"Mar 20, 2014","182.480","182.070","182.900","181.840","0.19%"
"Mar 19, 2014","182.130","181.870","182.420","181.810","-0.14%"
"Mar 18, 2014","182.390","182.110","183.000","181.820","0.11%"
"Mar 17, 2014","182.185","182.000","183.025","181.840","-0.30%"
"Mar 14, 2014","182.725","181.910","184.195","181.720","0.32%"
"Mar 13, 2014","182.145","182.390","183.215","181.860","-0.19%"
"Mar 12, 2014","182.495","182.090","183.105","181.880","0.05%"
"Mar 11, 2014","182.400","182.030","183.310","181.010","0.19%"
"Mar 10, 2014","182.050","182.030","182.370","181.870","-0.26%"
"Mar 07, 2014","182.525","182.200","183.025","181.800","-0.04%"
"Mar 06, 2014","182.600","182.060","183.120","181.000","0.04%"
"Mar 05, 2014","182.525","181.940","182.825","181.470","0.31%"
"Mar 04, 2014","181.960","182.890","183.200","181.850","-0.55%"
"Mar 03, 2014","182.970","184.300","184.520","182.860","-0.78%"
"Feb 28, 2014","184.415","183.920","184.935","183.850","0.07%"
"Feb 27, 2014","184.280","184.850","185.020","183.860","-0.34%"
"Feb 26, 2014","184.900","184.500","185.200","184.100","0.20%"
"Feb 25, 2014","184.525","184.450","184.585","184.070","0.03%"
"Feb 24, 2014","184.475","184.070","184.745","184.000","0.03%"
"Feb 21, 2014","184.425","185.860","186.095","184.000","-0.90%"
"Feb 20, 2014","186.100","184.630","186.310","184.100","0.78%"
"Feb 19, 2014","184.665","184.500","184.805","184.100","0.08%"
"Feb 18, 2014","184.525","184.480","184.555","184.400","-0.00%"
"Feb 17, 2014","184.530","184.450","184.660","184.100","0.01%"
"Feb 14, 2014","184.520","184.390","185.050","184.100","0.00%"
"Feb 13, 2014","184.520","184.490","185.050","183.970","-0.01%"
"Feb 12, 2014","184.535","184.650","185.945","183.150","-0.01%"
"Feb 11, 2014","184.550","155.600","186.100","155.520","18.59%"
"Feb 10, 2014","155.625","155.650","155.725","155.540","-0.03%"
"Feb 07, 2014","155.675","155.550","155.675","155.470","0.06%"
"Feb 06, 2014","155.575","155.600","155.625","155.420","-0.04%"
"Feb 05, 2014","155.635","155.600","155.765","155.580","0.01%"
"Feb 04, 2014","155.615","155.550","155.725","155.450","0.03%"
"Feb 03, 2014","155.575","155.460","155.655","155.420","0.04%"
"Jan 31, 2014","155.510","155.470","155.620","155.350","0.02%"
"Jan 30, 2014","155.485","155.450","155.665","155.180","0.01%"
"Jan 29, 2014","155.475","155.350","155.585","155.270","0.06%"
"Jan 28, 2014","155.375","155.250","155.385","155.100","0.06%"
"Jan 27, 2014","155.275","155.220","155.455","155.010","0.00%"
"Jan 24, 2014","155.270","155.030","155.460","154.920","0.13%"
"Jan 23, 2014","155.065","155.110","155.175","154.870","-0.05%"
"Jan 22, 2014","155.135","155.100","155.285","155.100","-0.14%"
"Jan 21, 2014","155.355","155.270","155.355","155.260","-0.00%"
"Jan 20, 2014","155.360","155.000","155.360","155.000","0.12%"
"Jan 17, 2014","155.170","155.250","155.270","155.060","-0.05%"
"Jan 16, 2014","155.240","155.180","155.240","155.180","0.09%"
"Jan 15, 2014","155.105","154.610","155.105","154.610","0.12%"
"Jan 14, 2014","154.925","154.700","154.945","154.700","0.12%"
"Jan 13, 2014","154.745","154.450","154.745","154.450","0.06%"
"Jan 10, 2014","154.655","154.470","154.655","154.470","-0.03%"
"Jan 09, 2014","154.695","154.400","154.695","154.400","0.09%"
"Jan 08, 2014","154.550","154.550","154.740","154.450","-0.21%"
"Jan 07, 2014","154.875","154.820","154.875","154.820","0.00%"
"Jan 06, 2014","154.875","154.150","154.875","154.150","0.34%"
"Jan 03, 2014","154.350","154.300","154.350","154.300","0.00%"
"Jan 02, 2014","154.350","154.300","154.350","154.300","0.00%"
"Jan 01, 2014","154.350","154.300","154.350","154.300","0.00%"
"Dec 31, 2013","154.350","154.000","154.500","154.000","0.20%"
"Dec 30, 2013","154.045","153.700","154.045","153.560","-0.04%"
"Dec 27, 2013","154.100","153.700","154.100","153.620","0.12%"
"Dec 26, 2013","153.915","153.950","154.105","153.690","-0.01%"
"Dec 25, 2013","153.935","154.050","154.195","153.920","0.01%"
"Dec 24, 2013","153.925","153.800","154.085","153.770","-0.10%"
"Dec 23, 2013","154.075","153.630","154.075","153.580","0.24%"
"Dec 20, 2013","153.705","153.830","153.905","153.580","-0.11%"
"Dec 19, 2013","153.880","154.080","154.160","153.570","-0.16%"
"Dec 18, 2013","154.125","154.040","154.215","153.970","0.06%"
"Dec 17, 2013","154.040","154.040","154.060","153.990","0.00%"
"Dec 16, 2013","154.040","154.010","154.040","154.010","-0.01%"
"Dec 13, 2013","154.050","154.210","154.260","153.820","-0.10%"
"Dec 12, 2013","154.210","154.400","154.530","154.050","-0.17%"
"Dec 11, 2013","154.470","154.530","154.560","154.450","-0.01%"
"Dec 10, 2013","154.485","154.350","154.505","154.350","0.08%"
"Dec 09, 2013","154.355","154.150","154.355","154.090","0.07%"
"Dec 06, 2013","154.240","154.250","154.450","154.060","0.01%"
"Dec 05, 2013","154.225","154.510","154.525","153.970","-0.19%"
"Dec 04, 2013","154.520","154.580","154.600","154.400","0.00%"
"Dec 03, 2013","154.520","154.230","154.520","154.230","0.17%"
"Dec 02, 2013","154.255","154.220","154.255","154.200","-0.02%"
"Nov 29, 2013","154.290","153.650","154.460","153.440","0.40%"
"Nov 28, 2013","153.675","153.620","154.085","153.440","0.03%"
"Nov 27, 2013","153.635","153.100","153.685","152.990","0.33%"
"Nov 26, 2013","153.125","152.900","153.165","152.540","0.13%"
"Nov 25, 2013","152.930","152.900","153.030","152.290","0.00%"
"Nov 22, 2013","152.925","152.830","153.125","152.690","0.05%"
"Nov 21, 2013","152.855","152.870","152.955","152.710","-0.02%"
"Nov 20, 2013","152.890","153.050","153.260","152.800","-0.11%"
"Nov 19, 2013","153.065","153.200","153.235","153.030","-0.17%"
"Nov 18, 2013","153.320","153.350","153.390","153.200","-0.05%"
"Nov 15, 2013","153.390","153.240","153.390","153.000","0.07%"
"Nov 14, 2013","153.280","153.050","153.280","153.000","0.14%"
"Nov 13, 2013","153.060","153.350","153.420","153.000","-0.23%"
"Nov 12, 2013","153.420","153.200","153.420","153.200","0.15%"
"Nov 11, 2013","153.195","153.450","153.505","153.050","-0.15%"
"Nov 08, 2013","153.425","153.630","153.655","153.200","-0.21%"
"Nov 07, 2013","153.755","153.820","154.035","153.620","-0.06%"
"Nov 06, 2013","153.840","153.950","154.220","153.700","-0.10%"
"Nov 05, 2013","154.000","154.100","154.230","153.970","-0.21%"
"Nov 04, 2013","154.320","154.240","154.380","154.200","-0.04%"
"Nov 01, 2013","154.380","154.250","154.380","154.200","0.10%"
"Oct 31, 2013","154.220","154.250","154.280","154.150","-0.05%"
"Oct 30, 2013","154.295","154.300","154.395","154.200","0.02%"
"Oct 29, 2013","154.265","154.320","154.395","154.240","-0.08%"
"Oct 28, 2013","154.395","153.950","154.395","153.950","0.29%"
"Oct 25, 2013","153.945","153.700","153.945","153.700","0.14%"
"Oct 24, 2013","153.725","153.850","153.895","153.700","-0.10%"
"Oct 23, 2013","153.875","153.800","153.875","153.750","0.05%"
"Oct 22, 2013","153.805","153.950","153.995","153.750","-0.01%"
"Oct 21, 2013","153.825","153.800","154.015","153.800","-0.11%"
"Oct 18, 2013","153.995","153.850","153.995","153.850","0.05%"
"Oct 17, 2013","153.915","153.800","153.915","153.800","0.03%"
"Oct 16, 2013","153.865","153.760","153.925","153.420","0.06%"
"Oct 15, 2013","153.780","153.760","153.780","153.760","-0.00%"
"Oct 14, 2013","153.785","153.730","153.785","153.730","0.19%"
"Oct 11, 2013","153.500","153.950","154.020","153.450","-0.35%"
"Oct 10, 2013","154.045","154.200","154.395","154.000","-0.24%"
"Oct 09, 2013","154.420","154.130","154.420","154.130","0.16%"
"Oct 08, 2013","154.180","154.330","154.400","154.150","-0.08%"
"Oct 07, 2013","154.300","154.100","154.390","154.100","0.03%"
"Oct 04, 2013","154.260","154.120","154.260","154.100","0.07%"
"Oct 03, 2013","154.150","154.020","154.150","154.000","0.04%"
"Oct 02, 2013","154.095","153.990","154.095","153.990","0.08%"
"Oct 01, 2013","153.965","153.750","154.085","153.750","0.09%"
"Sep 30, 2013","153.820","153.700","153.870","153.700","0.03%"
"Sep 27, 2013","153.770","153.520","153.800","153.520","0.08%"
"Sep 26, 2013","153.650","153.600","153.650","153.450","-0.06%"
"Sep 25, 2013","153.740","153.200","153.740","153.200","0.38%"
"Sep 24, 2013","153.160","152.950","153.160","152.900","0.09%"
"Sep 23, 2013","153.020","153.000","153.100","152.940","-0.05%"
"Sep 20, 2013","153.100","152.900","153.120","152.900","0.05%"
"Sep 19, 2013","153.020","153.400","153.440","152.890","-0.30%"
"Sep 18, 2013","153.480","153.400","153.500","153.350","0.01%"
"Sep 17, 2013","153.460","153.320","153.460","153.270","0.04%"
"Sep 16, 2013","153.400","153.350","153.410","153.300","-0.02%"
"Sep 13, 2013","153.430","153.250","153.440","153.220","0.04%"
"Sep 12, 2013","153.375","153.550","153.585","153.300","-0.14%"
"Sep 11, 2013","153.595","153.550","153.645","153.520","0.01%"
"Sep 10, 2013","153.585","153.200","153.605","153.200","0.16%"
"Sep 09, 2013","153.345","152.950","153.345","152.940","0.17%"
"Sep 06, 2013","153.090","152.920","153.110","152.920","0.03%"
"Sep 05, 2013","153.040","153.150","153.280","152.900","-0.12%"
"Sep 04, 2013","153.220","153.300","153.340","153.100","-0.07%"
"Sep 03, 2013","153.320","153.200","153.360","153.180","0.02%"
"Sep 02, 2013","153.290","153.200","153.290","153.120","0.00%"
"Aug 30, 2013","153.285","153.230","153.285","153.230","0.00%"
"Aug 29, 2013","153.285","152.430","153.285","152.430","0.55%"
"Aug 28, 2013","152.445","152.250","152.445","152.130","0.08%"
"Aug 27, 2013","152.320","152.400","152.490","152.200","-0.16%"
"Aug 26, 2013","152.570","152.300","152.570","152.180","0.10%"
"Aug 23, 2013","152.420","152.530","152.620","152.200","-0.08%"
"Aug 22, 2013","152.540","152.350","152.560","152.300","0.08%"
"Aug 21, 2013","152.420","152.450","152.480","152.370","-0.04%"
"Aug 20, 2013","152.480","152.500","152.550","152.400","-0.08%"
"Aug 19, 2013","152.600","152.500","152.600","152.500","-0.09%"
"Aug 16, 2013","152.730","152.550","152.800","152.550","-0.07%"
"Aug 15, 2013","152.840","152.950","153.050","152.720","-0.12%"
"Aug 14, 2013","153.020","152.900","153.050","152.780","0.04%"
"Aug 13, 2013","152.960","153.200","153.360","152.940","-0.26%"
"Aug 12, 2013","153.365","152.800","153.425","152.800","0.23%"
"Aug 09, 2013","153.020","152.850","153.060","152.710","-0.02%"
"Aug 08, 2013","153.050","153.230","153.270","152.930","-0.16%"
"Aug 07, 2013","153.295","153.400","153.455","153.220","-0.15%"
"Aug 06, 2013","153.520","153.790","153.810","153.400","-0.20%"
"Aug 05, 2013","153.820","153.700","153.870","153.700","0.02%"
"Aug 02, 2013","153.785","153.600","153.785","153.550","0.07%"
"Aug 01, 2013","153.680","153.500","153.680","153.500","0.08%"
"Jul 31, 2013","153.560","153.350","153.580","153.350","0.13%"
"Jul 30, 2013","153.360","153.100","153.360","153.000","0.00%"
"Jul 29, 2013","153.355","153.300","153.405","153.070","0.02%"
"Jul 26, 2013","153.325","153.250","153.325","153.180","0.00%"
"Jul 25, 2013","153.320","153.170","153.320","153.170","0.02%"
"Jul 24, 2013","153.285","153.250","153.285","153.090","0.01%"
"Jul 23, 2013","153.265","153.100","153.265","153.100","0.11%"
"Jul 22, 2013","153.095","152.920","153.115","152.900","0.08%"
"Jul 19, 2013","152.970","152.830","152.970","152.820","0.06%"
"Jul 18, 2013","152.880","152.720","152.880","152.720","0.05%"
"Jul 17, 2013","152.800","152.750","152.810","152.680","0.05%"
"Jul 16, 2013","152.730","152.620","152.730","152.620","0.05%"
"Jul 15, 2013","152.660","152.500","152.680","152.500","0.08%"
"Jul 12, 2013","152.545","152.300","152.545","152.300","0.10%"
"Jul 11, 2013","152.395","152.250","152.395","152.200","0.04%"
"Jul 10, 2013","152.330","152.300","152.340","152.250","0.00%"
"Jul 09, 2013","152.325","152.200","152.375","152.100","0.12%"
"Jul 08, 2013","152.145","152.120","152.145","152.120","0.00%"
"Jul 05, 2013","152.145","151.990","152.155","151.990","0.08%"
"Jul 04, 2013","152.025","151.890","152.025","151.890","0.01%"
